wdId,itemLabel
Q8356766,Antuza
Q8579426,Ásta
Q8722488,Zaynab
Q9006782,Idoia
Q9025646,Luz
Q9029268,Marjatta
Q9049553,Nerea
Q9050180,Nikté
Q9110539,Agáta
Q9137937,Aaricia
Q9138006,Abarrane
Q9138181,Abelia
Q9138202,Aberdeen
Q7086343,Olena
Q7095539,Opal
Q7112081,Outi
Q7116277,Oylum
Q7131526,Panorea
Q7135435,Paranasabari
Q7156925,Payton
Q7165927,Priscilla
Q7170381,Persis
Q7180476,Phanita
Q7181257,Eloisa
Q7192558,Pierrette
Q7193493,Piia
Q7220104,Rocío
Q7240689,Prerna
Q7242968,Prija
Q7264015,Pádraigín
Q7267928,Qistina
Q7294972,Rashmi
Q7306910,Reem
Q7310136,Reika
Q7310607,Rekha
Q7313065,Renesmee
Q7323495,Richa
Q7333047,Rie
Q7333107,Rieko
Q7334582,Rinat
Q7335057,Rinko
Q7336794,Ritsuko
Q7359932,Rojina
Q7367165,Rosaleen
Q7367174,Rosalia
Q7367291,Rosamond
Q7375129,Dawn
Q7379297,Rumiko
Q7380604,Ruri
Q7383703,Ružica
Q7385598,Ryōka
Q7385728,Valeria
Q7386521,Róisín
Q7396085,Sabiha
Q7396713,Sachie
Q7397860,Sadhbh
Q7399856,Saibini
Q7400484,Saina
Q7402978,Sakiko
Q7403211,Sakurako
Q7415457,Sanae
Q7415468,Sanah
Q7415560,Sanaz
Q7423841,Sareh
Q7426346,Satoko
Q7426554,Satu
Q7426928,Satyana
Q7427361,Saule
Q7427835,Savannah
Q7428553,Sawako
Q7429099,Sayaka
Q7429271,Sayoko
Q7429317,Sayuri
Q7451447,Seo-hyeon
Q7451448,Seo-yeon
Q7451449,Seo-yun
Q7453097,Seren
Q7456844,Setsuko
Q7458087,Sevinc
Q7461498,Shahd
Q7487595,Shamma
Q7488637,Shania
Q7489083,Shantia
Q7489134,Shanzay
Q7495013,Sherine
Q7496340,Shigeko
Q7497894,Shiori
Q7498915,Heather
Q7499470,Shizue
Q7499483,Shizuko
Q7502341,Shoshana
Q7503364,Shpresa
Q7506810,Siana
Q7525320,Siofra
Q7537850,Skyler
Q7548968,So-yi
Q7548972,So-young
Q7562647,Sook-ja
Q7562674,Soon-hee
Q7562675,Soon-ja
Q7618688,Kerstin
Q7630307,Su-mi
Q7635177,Suha
Q7637249,Summer
Q7638127,Sun-hwa
Q7648632,Susann
Q7648707,Susannah
Q7648970,Sushma
Q7651139,Suzue
Q7655925,Swetha
Q7661036,Sylviane
Q7666145,Séverine
Q7666214,Síthmaith
Q9209699,Domicjana
Q9209931,Domna
Q9212885,Dula
Q9248167,Dziadumiła
Q9248613,Dziesława
Q9250281,Edelburga
Q9251534,Egidia
Q9251945,Ekspedyta
Q9252646,Eleuteria
Q9252742,Elifia
Q9252744,Eligia
Q9252958,Elpidia
Q9254284,Epifania
Q9254650,Ermenfryda
Q9254714,Ernestyna
Q9254866,Erwina
Q9256160,Eunomia
Q9256410,Eustachia
Q9256443,Eustazja
Q9256941,Ewalda
Q9256980,Ewarysta
Q9257035,Ewodia
Q9258184,Fausta
Q9258207,Faustyna
Q9258219,Fawila
Q9258521,Felicjana
Q9258805,Feliksa
Q9258821,Felina
Q9258890,Fenenna
Q9259422,Fidelisa
Q9259556,Filiberta
Q9259817,Filona
Q9260055,Firmina
Q9260772,Flawiana
Q9261991,Fotyna
Q9263154,Franciszka Ksawera
Q9263647,Fredeswinda
Q9264330,Fumi
Q9266245,Gaudencja
Q9266709,Gelazja
Q9266759,Genadia
Q9267404,Geraldyna
Q9267610,Gerwina
Q9274152,Godzimira
Q9274193,Godzisława
Q9274577,Gordiana
Q9274589,Gorgonia
Q9274827,Gosława
Q9275077,Gościrada
Q9275088,Gościsława
Q9276507,Grodzisława
Q9282331,Grzymisława
Q9282894,Gustawa
Q9283192,Gwidona
Q9284907,Hadriana
Q9286321,Haralampia
Q9287255,Heladia
Q9287656,Heloiza
Q9291458,Herena
Q9291553,Hermana
Q9292216,Hilariona
Q9292429,Hipolita
Q9293633,Honorata
Q9293694,Honoryna
Q9294852,Hugona
Q9302499,Radomira
Q9302637,Radosława
Q9302835,Rafaela
Q9303943,Ran
Q9304241,Rasława
Q9306203,Remigia
Q9307639,Retycja
Q9322609,Romualda
Q9322929,Rosława
Q9323449,Rościsława
Q9323848,Rudolfa
Q9324153,Rustyka
Q9324406,Ryksa
Q9332715,Safira
Q9332717,Safona
Q9333008,Salustia
Q9333041,Salwia
Q9333045,Salwina
Q9333099,Samboja
Q9333509,Sancja
Q9333998,Satora
Q9334005,Satura
Q9334021,Saturnina
Q9334803,Sebastiana
Q9334910,Segolena
Q9335100,Sekunda
Q9335397,Serapia
Q9335451,Sergia
Q9335722,Sewera
Q9336339,Sieciesława
Q9337258,Sirosława
Q9337383,Sięgniewa
Q9337433,Sjęgniewa
Q9337663,Skarbimira
Q9338813,Smysława
Q9138234,Abia
Q9138256,Abida
Q9138260,Abiela
Q9138270,Abilene
Q9138291,Abitala
Q9138352,Abra
Q9139224,Adalgiza
Q9140658,Adamina
Q9140722,Adara
Q9140723,Adaukta
Q9140758,Addula
Q9140835,Adesina
Q9141207,Adra
Q9141601,Aeronwen
Q9141765,Afrodyta
Q9141770,Afrodyzja
Q9141985,Agatonika
Q9142818,Aika
Q9142886,Aisza
Q9143187,Akadia
Q9143413,Akiko
Q9143827,Akwilina
Q9144149,Alana
Q9144203,Albana
Q9147588,Alfonsa
Q9149347,Amalgunda
Q9150088,Ammonia
Q9150113,Amonaria
Q9150148,Ampelia
Q9151356,Andromacha
Q9151360,Andromeda
Q9154661,Aniceta
Q9158555,Apollina
Q9159664,Arkadia
Q9159857,Arlena
Q9160437,Artemia
Q9160443,Artemizja
Q9160980,Arystea
Q9161061,Ascelina
Q9161609,Atenaida
Q9161618,Ateniada
Q9161797,Atsuko
Q9163066,Awita
Q9163133,Ayako
Q9164576,Baldomera
Q9164586,Baldwina
Q9164682,Balladyna
Q9166348,Bartłomieja
Q9166647,Basjana
Q9167648,Bazyla
Q9168323,Bega
Q9168906,Benona
Q9168924,Benwenuta
Q9168986,Berengaria
Q9171027,Biedziesława
Q9171453,Biezdziadka
Q9174273,Blat
Q9175463,Bogdała
Q9175520,Boguchwała
Q9175532,Bogudarz
Q9175533,Bogudać
Q9176043,Boguwola
Q9176046,Boguwłość
Q9176522,Bolemira
Q9177313,Bonfilia
Q9177324,Bonifacja
Q9178029,Borzysława
Q9178339,Bożeciecha
Q9179086,Bratumiła
Q9179625,Bronimira
Q9181630,Budzisława
Q9183050,Bądzsława
Q9188362,Cezaria
Q9188529,Cezaryna
Q9189184,Charytyna
Q9191825,Chwalisława
Q9192367,Ciechosława
Q9192385,Ciecirada
Q9192602,Cieszysława
Q9197566,Cyriaka
Q9197669,Cyryna
Q9199485,Czesława
Q9200035,Czębira
Q9200042,Częstobrona
Q9200085,Częstowojna
Q9200898,Dalebora
Q9201126,Damroka
Q9202368,Darosława
Q9202861,Dawida
Q9207467,Digna
Q9208158,Dobiegniewa
Q9208193,Dobiesława
Q9208249,Dobrawa
Q9208282,Dobrogniewa
Q9208313,Dobrosułka
Q9208325,Dobrowieść
Q9208332,Dobrowoja
Q9208342,Dobrożyźń
Q9208447,Doda
Q9209597,Domaczaja
Q11692053,Czcibora
Q11692615,Dadzboga
Q11692627,Dafroza
Q11692629,Dagna
Q11692665,Dalewuja
Q11693024,Darlena
Q11694246,Dioniza
Q11694410,Dobromira
Q11694748,Domasława
Q11695744,Dzirżysława
Q11696938,Enfleda
Q11697040,Erazma
Q11697317,Eulogia
Q11697322,Eupsychia
Q11697374,Eutychia
Q11698034,Filemona
Q11698107,Filomela
Q11699325,Galla
Q11700998,Gniewosądka
Q11705403,Xiomara
Q11708512,Halszka
Q11708682,Haruna
Q11708857,Heliodora
Q11709622,Herenia
Q11709662,Hermenegilda
Q11709728,Hiacynt
Q11709790,Hildebranda
Q11709800,Hiltruda
Q11709847,Hisako
Q11711608,Ikuko
Q11711623,Ilayla
Q11711627,Ildefonsa
Q11711648,Ilidia
Q11711858,Imisława
Q11712633,Innocencja
Q11712635,Innocenta
Q11714800,Izbygniewa
Q11716136,Jagna
Q11716149,Jagoda
Q11719721,Janczysława
Q11720019,Januaria
Q11720736,Jarogniewa
Q11720749,Jaromira
Q11727350,Joachima
Q11728035,Jokasta
Q11728238,Jordana
Q11728687,Jozafata
Q11729493,Jurata
Q11729650,Justa
Q11729770,Juwencja
Q11733386,Kajetana
Q11733765,Kaliksta
Q11734702,Kana
Q11734904,Kancjanela
Q11734953,Kanizja
Q11735011,Kanuta
Q11735078,Kapitolina
Q11736713,Kasja
Q11736719,Kasjana
Q11736807,Casilda
Q11739196,Kiliana
Q11739283,Kineburga
Q11739571,Kiyoko
Q11739631,Klarysa
Q11740021,Kleonika
Q11741167,Koleta
Q11742756,Konrada
Q11743013,Konstantyna
Q11743578,Kora
Q11748588,Kryspina
Q11748980,Krzesisława
Q11751758,Kwiryna
Q11751764,Kwiteria
Q11753269,Laurencja
Q11753283,Laurentyna
Q11753591,Lechosława
Q11754184,Leokrycja
Q11754545,Leoncja
Q11754556,Leonia
Q11755208,Lesława
Q11755639,Liba
Q11755697,Libusza
Q11755716,Liceria
Q11755803,Licynia
Q11756824,Lilioza
Q11762548,Longina
Q11763130,Lubomira
Q11763132,Lubomiła
Q11763160,Lubosława
Q11763399,Ludgarda
Q11763552,Ludolfina
Q11763571,Ludomira
Q11764347,Lutosława
Q11764693,M'barka
Q11766464,Majola
Q11766489,Makaria
Q11766579,Makryna
Q11766585,Maksencja
Q11766692,Maksymiliana
Q11766696,Maksymina
Q10313989,Katharine
Q10314219,Keri
Q10328269,Meghan
Q10335728,Nathália
Q10377959,Talisa
Q10401715,Širi
Q10403123,Agða
Q10406475,Allý
Q10412326,Ann-Sofie
Q10422701,Aurela
Q10423721,Axelía
Q10431273,Blenda
Q10465842,Dafne
Q10480418,Eila
Q10482156,Emelína
Q10482302,Emý
Q10484181,Engla
Q10488285,Erla
Q10494326,Fatemeh
Q10510777,Gunnborg
Q10510885,Gunne
Q10510889,Gunnel
Q10512682,Görel
Q10525305,Hólmfríður
Q10535464,Ingela
Q10535617,Ingvor
Q10536776,Irmelin
Q10537455,Ísold
Q10540025,Jessý
Q10540926,Josefin
Q10544591,Kazimiera
Q10561637,Lili
Q10563206,Lisette
Q10570000,Lovisa
Q10575470,Maj-Britt
Q10575523,Majvor
Q10576194,Malou
Q10586146,Mireille
Q10593222,Märit
Q10594424,Nanny
Q10641326,Przybycześć
Q10650636,Reine
Q10655899,Ritva
Q10657119,Rosmarie
Q10661288,Sanela
Q10666941,Shadi
Q10667533,Sigbritt
Q10683589,Sumaya
Q10686817,Sylvia
Q10697865,Tilda
Q10706695,Þúfa
Q10723748,Yrja
Q10723768,Yrsa
Q10729121,Alaia
Q10783870,Maël
Q10796644,Kalina
Q10861276,Saida
Q10862524,Juana
Q10988513,Reyhan
Q10990164,Felicia
Q10994752,Letitia
Q10996884,Herta
Q10999006,Krzysztofa
Q11025114,Altagracia
Q11044073,Oivi
Q11049480,Guro
Q11075327,Gwen
Q11166412,Dorte
Q11192273,Eiril
Q11194528,Eirin
Q11216828,Chika
Q11230146,Lilou
Q11240800,Fidan
Q11247717,Luciana
Q11264166,Lily
Q11287301,Mildred
Q11464766,Nadia
Q11679994,Ascension
Q11684135,Abina
Q11684209,Achacja
Q11684257,Adalwina
Q11684409,Adamma
Q11684416,Adana
Q11684431,Adhita
Q11684432,Adiba
Q11684435,Adila
Q11684476,Adoncia
Q11684580,Agapita
Q11684915,Aldegunda
Q11686696,Ariela
Q11686833,Arystyda
Q11686846,Asenata
Q11686985,Auksencja
Q11688298,Blanda
Q11688574,Bolesława
Q11688633,Boromea
Q11689524,Celeryna
Q11690427,Chwalimira
Q11690624,Ciesława
Q11690671,Cirzpisława
Q11766932,Mamerta
Q11766933,Mamertyna
Q11767013,Manea
Q11767928,Marciana
Q11770017,Mariola
Q11770952,Marzanna
Q11771295,Matea
Q11771371,Materna
Q11771754,Maurycja
Q11772462,Małomira
Q11776777,Medarda
Q11776786,Mederyka
Q11777481,Merkuria
Q11777698,Metoda
Q11780096,Mieczysława
Q11781687,Mirogniewa
Q11781697,Mirona
Q11781699,Mironiega
Q11784066,Miłochna
Q11784079,Miłorada
Q11784509,Modliboga
Q11784744,Mojmira
Q11785691,Morzysława
Q11786450,Mszczuja
Q11787730,Myślibora
Q11788263,Mścigniewa
Q11788272,Mścisława
Q11788702,Naczęsława
Q11789940,Nasława
Q11790301,Nawoja
Q11790338,Nazaria
Q11790543,Nemezja
Q11790648,Nepomucena
Q11791027,Nicefora
Q11791379,Niedomira
Q11791490,Niegosława
Q11791528,Nieluba
Q11791622,Niemiła
Q11791698,Nieradka
Q11791738,Niesiebądka
Q11791761,Niestanka
Q11792026,Nikandra
Q11792029,Nikanora
Q11792109,Nikolina
Q11792252,Nila
Q11792274,Nymphodora
Q11794194,Nunilona
Q11796097,Odeta
Q11801298,Owidia
Q11802262,Pakosława
Q11802325,Palemona
Q11802399,Palmira
Q11802449,Pamfilia
Q11810912,Ciara
Q11813031,Partenia
Q11814700,Paz
Q11815493,Pelina
Q11819253,Placyda
Q11819382,Dominga
Q11819484,Platonida
Q11819504,Plautylla
Q11821665,Poliana
Q11825337,Potencjana
Q11827850,Prospera
Q11827904,Protazja
Q11828130,Pryma
Q11828209,Przeborka
Q11828405,Przedsława
Q11829005,Przemysława
Q11829394,Przezprawa
Q11829902,Przybyrada
Q11829916,Przybysława
Q11831663,Pudencjanna
Q11832408,Pęcisława
Q11832443,Pękosława
Q11832474,Pężyrka
Q11833287,Racisława
Q11833498,Radochna
Q11833505,Radomiła
Q11833548,Radzisława
Q11836516,Symplicja
Q11836689,Sławomiła
Q11848133,Arnbjørg
Q11850019,Aija
Q11850077,Aili
Q11850142,Aini
Q11850147,Ainikki
Q11850193,Aira
Q11850201,Airi
Q11850966,Alli
Q11851455,Anitta
Q11851525,Anna-Liisa
Q11851704,Anni
Q11852312,Anu
Q11852673,Armi
Q11853425,Auli
Q11853462,Aune
Q11853518,Auri
Q11853656,Avelina
Q11857066,Eine
Q9338929,Sobiesława
Q9339326,Soledad
Q9339757,Sotera
Q9345929,Stojsława
Q9346752,Stronisława
Q9347188,Strzeżysława
Q9348014,Suligniewa
Q9348048,Sulisława
Q9348056,Sulpicja
Q9348706,Sybillina
Q9348863,Sylwina
Q9348921,Symforiana
Q9351205,Szczęsna
Q9351255,Szejma
Q9352741,Szymona
Q9352978,Sędzisława
Q9353025,Sława
Q9353070,Sławobora
Q9353283,Sławomira
Q9355758,Tarsylia
Q9356579,Telimena
Q9356891,Teodota
Q9357008,Teonilla
Q9357010,Teopista
Q9357239,Terencja
Q9357519,Tertuliana
Q9359073,Tolisława
Q9359117,Tomaida
Q9359898,Tomira
Q9359908,Tomisława
Q9359914,Tomiła
Q9361602,Trinidad
Q9361687,Trofima
Q9361993,Tryfena
Q9361997,Tryfonia
Q9362174,Trzebiesława
Q9363099,Tuskana
Q9363397,Tworzysława
Q9363442,Tyburcja
Q9363453,Tycjana
Q9363633,Tymona
Q9364327,Ubysława
Q9366722,Uniesława
Q9369898,Wacława
Q9370057,Wakana
Q9370466,Waleriana
Q9371946,Wenancja
Q9372044,Wergilia
Q9372206,Westyna
Q9372758,Wielisława
Q9373661,Wiesława
Q9373719,Wieńczysława
Q9373903,Wigilia
Q9374227,Wiktoriana
Q9374951,Winanda
Q9375140,Wincentyna
Q9375205,Winibalda
Q9375371,Wirydiana
Q9375377,Wirzchosława
Q9375437,Wisła
Q9375461,Wisława
Q9375944,Witosława
Q9375976,Wiwina
Q9376050,Więcesława
Q9377048,Wojciecha
Q9377532,Wojsława
Q9377696,Wolisława
Q9378091,Wrocsława
Q9378756,Wszebora
Q9378781,Wszemiła
Q9380425,Wyszeniega
Q9380426,Wyszesława
Q9381507,Włada
Q9382905,Włodzimira
Q9382911,Włodzisława
Q9382959,Włościsława
Q9383600,Yumeha
Q9383601,Yumeka
Q9383603,Yumiko
Q9388790,Zbygniewa
Q9388817,Zbysława
Q9389972,Zefiryna
Q9390161,Zenona
Q9392650,Zwnisława
Q9393217,Zygmunta
Q9395213,Łękomira
Q9396728,Świętomira
Q9396746,Świętożyźń
Q9397407,Żelisława
Q9397791,Żyrborka
Q9397794,Żyrosława
Q9397821,Żywia
Q9397846,Żywisława
Q9435438,Maria Teresa
Q9518418,Blanca
Q9579260,Beulah
Q9660165,Bodhmall
Q10271970,Elizabete
Q10296732,Mavis
Q10312977,Junko
Q11857069,Eini
Q11857524,Elma
Q11857606,Else
Q11857609,Elsi
Q11857613,Elvi
Q11857619,Elviira
Q11857967,Enni
Q11858240,Erja
Q11858856,Esteri
Q11859157,Eveliina
Q11862051,Helinä
Q11862068,Hellevi
Q11862070,Helli
Q11862074,Hellin
Q11862229,Hely
Q11862459,Hertta
Q11862636,Hille
Q11863640,Hortense
Q11864407,Iiris
Q11864680,Ilmi
Q11864772,Immi
Q11865059,Irmeli
Q11869012,Kaisa
Q11869031,Kaisu
Q11870270,Kastehelmi
Q11871018,Kerttu
Q11871331,Kiia
Q11871961,Klaudia
Q11873219,Kukka
Q11873910,Kylli
Q11875257,Leeni
Q11875826,Liina
Q11877494,Ela
Q11878059,Ansa
Q11879332,Venuše
Q11880558,Maiju
Q11880566,Maikki
Q11880569,Maila
Q11880576,Mailis
Q11880588,Maire
Q11880598,Maisa
Q11880800,Manta
Q11881945,Meeri
Q11882161,Merja
Q11882190,Mervi
Q11882344,Metta
Q11882520,Miina
Q11882849,Milja
Q11882885,Minea
Q11882988,Mirjami
Q11882994,Mirkka
Q11884164,Nella
Q11885188,Oili
Q11887424,Peppi
Q11888027,Pihla
Q11888146,Pilvi
Q11888194,Piritta
Q11888201,Pirjo
Q11889033,Pulmu
Q11889757,Raila
Q11889758,Raili
Q11890152,Rauha
Q11890203,Rauni
Q11890205,Rauna
Q11890358,Reetta
Q11890389,Reija
Q11890704,Riikka
Q11892089,Salme
Q11892357,Sanelma
Q11892492,Sari
Q11892797,Seija
Q11892942,Senja
Q11893693,Sirja
Q11893701,Sirkka
Q11893973,Sohvi
Q11894125,Sorja
Q11895452,Suvi
Q11895984,Taija
Q11896986,Terttu
Q11897546,Tiina
Q11897764,Tinja
Q11898448,Tuija
Q11898464,Tuire
Q11898895,Tuulia
Q11898904,Tuulikki
Q11898987,Tytti
Q11899009,Tyyne
Q11899462,Ulpu
Q11900974,Verna
Q11901703,Virpi
Q11901790,Viveka
Q11904261,Q11904261
Q11907444,Aziza
Q11907517,Q11907517
Q11908687,Q11908687
Q11914727,Q11914727
Q11917611,Dolça
Q11919730,Esclarmonda
Q11922933,Francinaina
Q11923814,Garsenda
Q11927163,Q11927163
Q11927484,Q11927484
Q11928180,Q11928180
Q11931103,Q11931103
Q11933540,Q11933540
Q11954091,Q11954091
Q11955698,Q11955698
Q11955699,Q11955699
Q11955773,Q11955773
Q11957329,Alexandría
Q11957582,Alta
Q11957632,Alvilde
Q11957786,Anarkali
Q11958043,Andrine
Q11958336,Anniken
Q11960827,Berte
Q11963319,Sesselja
Q11963344,Celena
Q11964063,Constanza
Q11965966,Dortea
Q11966444,Ea
Q11966763,Eilen
Q11967041,Elen
Q11967092,Elida
Q11967313,Embla
Q11967618,Enya
Q11970107,Fredrikke
Q11970213,Fride
Q11971424,Gabriela
Q11973376,Guri
Q11973848,Hamda
Q11975140,Herborg
Q11977093,Inese
Q11977226,Inghildur
Q11977292,Ingiveig
Q11977502,Irena
Q11978464,Jensine
Q11979264,Jordanka
Q11979547,Juni
Q11979724,Jørgine
Q11980204,Karianne
Q11980459,Kayleigh
Q11980670,Kine
Q11980788,Kirstine
Q11980957,Kjersti
Q11980973,Kjerstin
Q11983640,Leikny
Q11987935,Mali
Q11987983,Manal
Q11989393,Mie
Q11990382,Målfrid
Q11990500,Møyfrid
Q11990894,Nasima
Q11993398,Olaug
Q11993504,Olava
Q11993741,Oline
Q11995742,Pipaluk
Q11997750,Riborg
Q11998892,Rønnaug
Q11999999,September
Q12000304,Sienna
Q12000546,Simona
Q12001914,Salvör
Q12004578,Synne
Q12004736,Sølve
Q12005110,Tale
Q12005362,Teja
Q12006451,Tiril
Q12006781,Tonje
Q12006951,Þórdís
Q12007055,Toril
Q12008866,Valgerður
Q12008876,Valida
Q12009080,Vasiliki
Q12009806,Vilde
Q12010014,Vivi
Q12010494,Wenche
Q12011655,Åsel
Q12011663,Åsfrid
Q12011709,Åste
Q12021422,Idunn
Q12023703,Jaromíra
Q12032129,Kyra
Q12032969,Leontýna
Q12033930,Lorelai
Q12036354,Melia
Q12038246,Mizuki
Q12040503,Nechama
Q12042490,Oldřiška
Q12044466,Pax
Q12045723,Pnina
Q12048383,Půlnoční bouře
Q12050963,Saskie
Q12051348,Selena
Q12057210,Suki
Q12057260,Suri
Q12057317,Svatava
Q12057750,Světluše
Q12058232,Tair
Q12058282,Talula
Q12205910,Q12205910
Q12213497,Raghad
Q12236298,Q12236298
Q12237446,Q12237446
Q12238549,Mabrouka
Q12253067,Alazne
Q12253279,Amaia
Q12259976,Izaskun
Q12262852,Maider
Q12269599,Alke
Q12301884,Annesofie
Q12301906,Annisette
Q12304041,Bolette
Q12305746,Q12305746
Q12318683,Ivalo
Q12318983,Jakobine
Q12362115,Enel
Q12364182,Hélène
Q12375180,Sofía
Q12390651,Ilmur
Q12397773,Irina
Q12404024,Emebet
Q12512311,Shatarupa
Q12513495,Khairunnisa
Q12524603,Winnie
Q12643327,Tanja
Q12647990,Algė
Q12649716,Austra
Q12654022,Elzė
Q12654132,Eugenija
Q12666953,Nomeda
Q12673896,Stefanija
Q12713510,Arnfrid
Q12713565,Audhild
Q12713808,Bjørnhild
Q12713870,Borgný
Q12714450,Eldrid
Q12715180,Gudbjørg
Q12715193,Gullborg
Q12715204,Gunnveig
Q12715206,Gunnlaug
Q12715220,Gøril
Q12715244,Hallfrid
Q12715374,Hege
Q12715785,Jarnfrid
Q12716098,Kjellrun
Q12716099,Kjellaug
Q12716101,Kjellfrid
Q12716273,Kristoffa
Q12716730,Maral
Q12717107,Ngozi
Q12717384,Oddbjørg
Q12717391,Oddveig
Q12718511,Solfrid
Q12718513,Solgunn
Q12718518,Solrun
Q12718828,Sylvi
Q12718852,Sølvi
Q12718901,Taran
Q12719068,Torgunn
Q12719071,Torlaug
Q12719076,Torny
Q12719272,Unn
Q12719389,Veslemøy
Q12719639,Åsta
Q12744733,Agrippina
Q12745777,Ljubinka
Q12747658,Jela
Q12747677,Jelka
Q12748071,Q12748071
Q12748371,Andrijana
Q12748379,Anica
Q12748380,Anka
Q12748381,Ankica
Q12748432,Q12748432
Q12749592,Vasilka
Q12749621,Vedrana
Q12749688,Veselinka
Q12750684,Darka
Q12750813,Q12750813
Q12750856,Deja
Q12751096,Draga
Q12751132,Q12751132
Q12751838,Zagorka
Q12751944,Zvonka
Q12752366,Q12752366
Q12753048,Q12753048
Q12754501,Lela
Q12754571,Lilijana
Q12755338,Milana
Q12756083,Nevena
Q12758770,Sena
Q12758780,Senka
Q12759811,Q12759811
Q12760083,Q12760083
Q12760107,Tijana
Q12765040,Dušana
Q12771724,Milota
Q12773798,Petrana
Q12783966,Adelajda
Q12797114,Muharema
Q12797231,Nadica
Q12797232,Nadija
Q12797233,Nadina
Q12797301,Narcisa
Q12797317,Nasta
Q12797318,Natali
Q12797325,Nataša
Q12797339,Natka
Q12797367,Nedeljka
Q12797383,Neja
Q12797390,Neli
Q12797417,Nermina
Q12797425,Nevija
Q12797429,Nevica
Q12797440,Nežika
Q12797469,Nikica
Q12797497,Nikolaja
Q12797903,Olgica
Q12797908,Olivija
Q12797993,Orijana
Q12797996,Orjana
Q12798357,Patricija
Q12798373,Patrizia
Q12798686,Petja
Q12798703,Petrina
Q12798758,Pierina
Q12798803,Pika
Q12798808,Pija
Q12799105,Poldka
Q12799165,Polona
Q12799723,Rada
Q12799729,Radenka
Q12799733,Radinka
Q12799734,Radica
Q12799748,Radislava
Q12799782,Radojka
Q12799785,Radosava
Q12799828,Rajka
Q12799878,Ramiza
Q12799891,Rasima
Q12799905,Rastislava
Q12800132,Rezika
Q12800207,Rika
Q12800296,Robertina
Q12800403,Romina
Q12800431,Rosana
Q12800447,Rotija
Q12800458,Rozalija
Q12800460,Rozamarija
Q12800467,Rozana
Q12800473,Rozika
Q12800474,Rozi
Q12800476,Rozka
Q12800485,Rožana
Q12800490,Rožica
Q12800588,Ruperta
Q12800614,Ruža
Q12800664,Safeta
Q12800732,Sanda
Q12800763,Sava
Q12800764,Savica
Q12800774,Savina
Q12800797,Saška
Q12800882,Sendi
Q12800883,Senada
Q12800893,Senija
Q12800919,Sergija
Q12802641,Sibila
Q12802732,Simonca
Q12802735,Simonka
Q12802905,Slavojka
Q12802911,Slađana
Q12802929,Slobodanka
Q12803057,Smilja
Q12803061,Smiljka
Q12803086,Snežka
Q12803088,Snežna
Q12803285,Srečka
Q12803329,Stana
Q12803371,Stanica
Q12803438,Stanojka
Q12803527,Stoja
Q12803538,Stojanka
Q12803547,Stojka
Q12803765,Svetka
Q12803868,Taja
Q12803876,Tajra
Q12803878,Tajša
Q12803896,Tanija
Q12803929,Tatijana
Q12804138,Tilka
Q12804156,Tinka
Q12804157,Tinica
Q12804317,Tončka
Q12804382,Treza
Q12804470,Truda
Q12804497,Tugomira
Q12805020,Ula
Q12805111,Urša
Q12791756,Izidora
Q12792160,Janislava
Q12792308,Jedert
Q12792317,Jedrt
Q12792342,Jelica
Q12792608,Jolanka
Q12792748,Josipa
Q12792766,Jozefina
Q12792772,Joža
Q12793002,Jožefina
Q12793005,Joži
Q12793014,Jožka
Q12793071,Julijana
Q12793077,Juljana
Q12793079,Julka
Q12793151,Jurija
Q12793164,Jurka
Q12793178,Justi
Q12793480,Karlina
Q12793513,Kata
Q12793530,Katica
Q12793531,Kati
Q12793534,Katjuša
Q12793537,Katka
Q12793552,Katra
Q12793563,Kazimira
Q12793642,Keti
Q12793704,Klaudija
Q12793712,Klavdija
Q12794005,Konstanca
Q12794427,Ksenja
Q12794638,Lavra
Q12794704,Lejla
Q12794707,Leja
Q12794727,Lenča
Q12794787,Leopoldina
Q12794788,Lepa
Q12794853,Libera
Q12794867,Lijana
Q12794880,Liljana
Q12794964,Lizika
Q12794966,Liza
Q12794979,Ljerka
Q12795023,Ljuboslava
Q12795097,Lojzka
Q12795135,Loti
Q12795139,Lota
Q12795201,Lovrencija
Q12795241,Lucijana
Q12795351,Lučana
Q12795358,Lučka
Q12795429,Magda
Q12795526,Maksima
Q12795533,Maksimilijana
Q12795613,Manica
Q12795614,Mankica
Q12795615,Manjaša
Q12795618,Manjula
Q12795626,Manjana
Q12795673,Marenka
Q12795685,Margerita
Q12795720,Mariena
Q12795724,Marieta
Q12795788,Marijana
Q12795791,Marijeta
Q12795803,Marinela
Q12795804,Marinka
Q12795821,Mariza
Q12795822,Marizela
Q12795824,Mariška
Q12795825,Marička
Q12795827,Mariša
Q12795891,Marjanca
Q12795951,Marlenka
Q12796032,Maruška
Q12796037,Marčela
Q12796038,Marša
Q12796087,Matejka
Q12796240,Maša
Q12796329,Melani
Q12796338,Melisa
Q12796354,Merica
Q12796355,Merima
Q12796400,Meta
Q12796458,Mica
Q12796472,Micika
Q12796474,Mici
Q12796549,Mija
Q12796572,Mihelca
Q12796652,Milanka
Q12796673,Milenca
Q12796681,Milijana
Q12796730,Mimka
Q12796754,Minka
Q12796782,Mirela
Q12796788,Mirka
Q12796851,Mirsada
Q12796886,Mišela
Q12796964,Mojca
Q12796998,Monja
Q12783980,Adnana
Q12784013,Agica
Q12784143,Albertina
Q12784165,Albinca
Q12784169,Aldina
